"","unique_staying_id","subject_id","latitude","longitude","study_id","location_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","location_neighborhood","S_HOOD"
"4565",4565,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","W","Female","45-64",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4566",4566,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4567",4567,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4568",4568,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","L","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4569",4569,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4570",4570,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"4","M","Other_Unsure","0-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4571",4571,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"1","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4572",4572,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"2","W","Male","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4573",4573,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"2","W","Female","15-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4574",4574,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"3","B","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4575",4575,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"3","B","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4576",4576,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"3","B","Other_Unsure","0-4",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4577",4577,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"1","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4578",4578,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 01:20:00 PM","09/01/2018 01:40:00 PM","Weekend","Midday","UD4H","","Light Clouds",70,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4579",4579,"",NA,NA,"2018_Seattle_Citywide","BRY2","09/01/2018 05:20:00 PM","09/01/2018 05:40:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",70,1,"1","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Bryant","Bryant"
"4580",4580,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"2","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4581",4581,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"2","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4582",4582,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"2","W","Female","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4583",4583,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"2","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4584",4584,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4585",4585,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4586",4586,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4587",4587,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 08:34:00 AM","07/19/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,1,"1","W","Female","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4588",4588,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 12:38:00 PM","07/19/2018 12:58:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",59,1,"2","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4589",4589,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 12:38:00 PM","07/19/2018 12:58:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",59,1,"2","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4590",4590,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 12:38:00 PM","07/19/2018 12:58:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",59,1,"2","L","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4591",4591,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 12:38:00 PM","07/19/2018 12:58:00 PM","Weekday","Midday","UD4H","","Heavy Clouds",59,1,"2","L","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4592",4592,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 04:35:00 PM","07/19/2018 04:55:00 PM","Weekday","Evening","UD4H","","Heavy Clouds",59,1,"2","L","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4593",4593,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 04:35:00 PM","07/19/2018 04:55:00 PM","Weekday","Evening","UD4H","","Heavy Clouds",59,1,"2","L","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4594",4594,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 04:35:00 PM","07/19/2018 04:55:00 PM","Weekday","Evening","UD4H","","Heavy Clouds",59,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4595",4595,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/19/2018 04:35:00 PM","07/19/2018 04:55:00 PM","Weekday","Evening","UD4H","","Heavy Clouds",59,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4596",4596,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 08:34:00 AM","07/20/2018 08:54:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",59,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4597",4597,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 12:24:00 PM","07/20/2018 12:44:00 PM","Weekday","Midday","UD4H","","Sun-Exposed",64,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4598",4598,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"1","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4599",4599,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"1","L","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4600",4600,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"2","A","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4601",4601,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"2","A","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4602",4602,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"1","B","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4603",4603,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"1","A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4604",4604,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"2","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4605",4605,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"2","W","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4606",4606,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"4","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4607",4607,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"4","B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4608",4608,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"4","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4609",4609,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/20/2018 06:02:00 PM","07/20/2018 06:22:00 PM","Weekday","Evening","UD4H","event:political_religious","Sun-Exposed",67,1,"4","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4610",4610,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 12:20:00 PM","07/21/2018 12:40:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"3","W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4611",4611,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 12:20:00 PM","07/21/2018 12:40:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"3","W","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4612",4612,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 12:20:00 PM","07/21/2018 12:40:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"3","W","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4613",4613,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 12:20:00 PM","07/21/2018 12:40:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4614",4614,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 12:20:00 PM","07/21/2018 12:40:00 PM","Weekend","Midday","UD4H","","Sun-Exposed",69,1,"1","W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4615",4615,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"3","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4616",4616,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"3","B","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4617",4617,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"3","W","Male","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4618",4618,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"1","A","Male","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4619",4619,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"1","W","Male","25-44",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4620",4620,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"2","M","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
"4621",4621,"",NA,NA,"2018_Seattle_Citywide","UPT3","07/21/2018 04:11:00 PM","07/21/2018 04:31:00 PM","Weekend","Evening","UD4H","","Sun-Exposed",75,1,"2","M","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Uptown","Lower Queen Anne"
