"","neighborhood","X","unique_staying_id","subject_id","latitude","longitude","study_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","S_HOOD","OBJECTID","GEOID","Total.population.x","Male.x","Female.x","Under.5.years.x","X5.to.9.Years.x","X10.to.14.Years.x","X15.to.19.Years.x","X20.to.24.Years.x","X25.to.34.Years.x","X35.to.44.Years.x","X45.to.54.Years.x","X55.to.59.Years.x","X60.to.64.Years.x","X65.to.74.Years.x","X75.to.84.Years.x","X85.Years.and.over.x","Median.Age..years..x","X18.Years.and.over.x","X21.Years.and.over.x","X62.Years.and.over.x","X65.Years.and.over.x","X18.Years.and.over.Male.x","X18.Years.and.over.Female.x","X65.Years.and.over.Male.x","X65.Years.and.over.Female.x","Population.of.One.Race.x","White.alone.x","Black.or.African.American.alone.x","American.Indian.and.Alaska.Native.alone.x","Asian.alone.x","Asian.Indian.x","Chinese.x","Filipino.x","Japanese.x","Korean.x","Vietnamese.x","Other.Asian.x","Native.Hawaiian.and.Other.Pacific.Islander.alone.x","Native.Hawaiian.x","Guamanian.or.Chamorro.x","Samoan.x","Other.Pacific.Islander.x","Some.Other.Race.alone.x","Two.or.More.Races.x","White.and.Black.or.African.American.x","White.and.American.Indian.and.Alaska.Native.x","White.and.Asian.x","Black.or.African.American.and.American.Indian.and.Alaska.Native.x","White.in.combination.with.one.or.more.other.races.x","Black.or.African.American.in.combination.with.one.or.more.other.races.x","American.Indian.and.Alaska.Native.in.combination.with.one.or.more.other.races.x","Asian.in.combination.with.one.or.more.other.races.x","Native.Hawaiian.and.Other.Pacific.Islander.in.combination.with.one.or.more.other.races.x","Some.Other.Race.in.combination.with.one.or.more.other.races.x","Hispanic.or.Latino..of.any.race..x","Mexican.x","Puerto.Rican.x","Cuban.x","Other.Hispanic.or.Latino.x","Not.Hispanic.or.Latino.x","Not.Hispanic.or.Latino.White.alone.x","Not.Hispanic.or.Latino.Black.or.African.American.alone.x","Not.Hispanic.or.Latino.American.Indian.and.Alaska.Native.alone.x","Not.Hispanic.or.Latino.Asian.alone.x","Not.Hispanic.or.Latino.Native.Hawaiian.and.Other.Pacific.Islander.alone.x","Not.Hispanic.or.Latino.Some.Other.Race.alone.x","Not.Hispanic.or.Latino.Two.or.more.races.x","Not.Hispanic.or.Latino.Two.races.including.Some.other.race.x","Not.Hispanic.or.Latino.Two.races.excluding.Some.other.race.and.Three.or.more.races.x","Total.Housing.Units.x","ACS.Vintage"
"1","Alki",5695,5695,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,1,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"2","Alki",1559,1559,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,1,"A","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"3","Alki",1560,1560,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,1,"A","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"4","Alki",5694,5694,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,2,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"5","Alki",5693,5693,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,2,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"6","Alki",5692,5692,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,1,"W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"7","Alki",1558,1558,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,2,"A","Female","65+",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"8","Alki",5696,5696,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,1,"A","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"9","Alki",5706,5706,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"B","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"10","Alki",1562,1562,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,2,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"11","Alki",5698,5698,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"A","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"12","Alki",5705,5705,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"13","Alki",1571,1571,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 05:21:00 PM","08/14/2018 05:41:00 PM","Weekday","Evening","UD4H","","Light Clouds",79,1,2,"W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"14","Alki",5691,5691,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,3,"A","Female","15-24",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"15","Alki",5703,5703,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,4,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"16","Alki",5663,5663,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 04:24:00 PM","08/14/2018 04:44:00 PM","Weekday","Evening","UD4H","","Light Clouds",78,1,2,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"17","Alki",5697,5697,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"18","Alki",1561,1561,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,2,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"19","Alki",5662,5662,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 04:24:00 PM","08/14/2018 04:44:00 PM","Weekday","Evening","UD4H","","Light Clouds",78,1,2,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"20","Alki",5709,5709,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"W","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"21","Alki",5650,5650,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 12:23:00 PM","08/14/2018 12:43:00 PM","Weekday","Midday","UD4H","","Light Clouds",73,1,3,"W","Female","5-14",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"22","Alki",1594,1594,"",NA,NA,"2018_Seattle_Citywide","08/15/2018 05:23:00 PM","08/15/2018 05:43:00 PM","Weekday","Evening","UD4H","","Light Clouds",84,1,2,"W","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"23","Alki",5708,5708,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"W","Male","45-64",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"24","Alki",5702,5702,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,4,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"25","Alki",5704,5704,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 03:39:00 PM","08/18/2018 03:59:00 PM","Weekend","Evening","UD4H","","Sun-Shaded",74,1,2,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"26","Alki",1570,1570,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 05:21:00 PM","08/14/2018 05:41:00 PM","Weekday","Evening","UD4H","","Light Clouds",79,1,2,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"27","Alki",5661,5661,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 04:24:00 PM","08/14/2018 04:44:00 PM","Weekday","Evening","UD4H","","Light Clouds",78,1,1,"B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"28","Alki",5689,5689,"",NA,NA,"2018_Seattle_Citywide","08/18/2018 11:38:00 AM","08/18/2018 11:58:00 AM","Weekend","Midday","UD4H","","Light Clouds",65,1,3,"A","Male","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"29","Alki",1557,1557,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 01:27:00 PM","08/14/2018 01:47:00 PM","Weekday","Midday","UD4H","","Light Clouds",75,1,2,"W","Male","65+",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
"30","Alki",1556,1556,"",NA,NA,"2018_Seattle_Citywide","08/14/2018 09:22:00 AM","08/14/2018 09:42:00 AM","Weekday","Morning","UD4H","","Light Clouds",66,1,1,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Alki",932,53033009701,6505,3154,3351,325,246,350,222,257,1000,944,1047,441,501,760,325,87,44.1,5416,5345,1401,1172,2627,2789,560,612,6025,4804,619,12,508,0,111,183,7,97,21,89,0,0,0,0,0,82,480,0,25,316,0,5159,701,38,892,16,180,414,210,0,0,204,6091,4621,619,12,467,0,0,372,10,362,3138,"5Y20"
