"","neighborhood","X","unique_staying_id","subject_id","latitude","longitude","study_id","staying_time_start","staying_time_end","staying_day_of_week","staying_time_of_day","staying_count_surveyor","staying_conditions","staying_microclimate","staying_temperature","staying_row_total","staying_group_size","staying_race_ethnicity","staying_gender","staying_age","standing","leaning","sitting_formal_all","sitting_formal_public","sitting_formal_public_fixed_bench","sitting_formal_public_fixed_wall_with_seats","sitting_formal_public_movable_seat","sitting_formal_commercial","sitting_formal_private","sitting_informal","lying","staying_mobility_assist","commercial_all","commercial_selling","commercial_selling_informal","commercial_buying","commercial_observing","eating_drinking","talking_to_others","smoking","cultural","recreation_active","recreation_active_play","recreation_passive_reading_writing","recreation_passive","waiting_transportation","waiting_non_public_transportation","working_civic","disruptive","disruptive_aggressive","disruptive_intoxicated","living_public","using_electronics","soliciting","staying_covid_mask","staying_covid_social_distance","taking_care_child","feeding_child","chance_encounter","other","staying_notes","S_HOOD","OBJECTID","GEOID","Total.population.x","Male.x","Female.x","Under.5.years.x","X5.to.9.Years.x","X10.to.14.Years.x","X15.to.19.Years.x","X20.to.24.Years.x","X25.to.34.Years.x","X35.to.44.Years.x","X45.to.54.Years.x","X55.to.59.Years.x","X60.to.64.Years.x","X65.to.74.Years.x","X75.to.84.Years.x","X85.Years.and.over.x","Median.Age..years..x","X18.Years.and.over.x","X21.Years.and.over.x","X62.Years.and.over.x","X65.Years.and.over.x","X18.Years.and.over.Male.x","X18.Years.and.over.Female.x","X65.Years.and.over.Male.x","X65.Years.and.over.Female.x","Population.of.One.Race.x","White.alone.x","Black.or.African.American.alone.x","American.Indian.and.Alaska.Native.alone.x","Asian.alone.x","Asian.Indian.x","Chinese.x","Filipino.x","Japanese.x","Korean.x","Vietnamese.x","Other.Asian.x","Native.Hawaiian.and.Other.Pacific.Islander.alone.x","Native.Hawaiian.x","Guamanian.or.Chamorro.x","Samoan.x","Other.Pacific.Islander.x","Some.Other.Race.alone.x","Two.or.More.Races.x","White.and.Black.or.African.American.x","White.and.American.Indian.and.Alaska.Native.x","White.and.Asian.x","Black.or.African.American.and.American.Indian.and.Alaska.Native.x","White.in.combination.with.one.or.more.other.races.x","Black.or.African.American.in.combination.with.one.or.more.other.races.x","American.Indian.and.Alaska.Native.in.combination.with.one.or.more.other.races.x","Asian.in.combination.with.one.or.more.other.races.x","Native.Hawaiian.and.Other.Pacific.Islander.in.combination.with.one.or.more.other.races.x","Some.Other.Race.in.combination.with.one.or.more.other.races.x","Hispanic.or.Latino..of.any.race..x","Mexican.x","Puerto.Rican.x","Cuban.x","Other.Hispanic.or.Latino.x","Not.Hispanic.or.Latino.x","Not.Hispanic.or.Latino.White.alone.x","Not.Hispanic.or.Latino.Black.or.African.American.alone.x","Not.Hispanic.or.Latino.American.Indian.and.Alaska.Native.alone.x","Not.Hispanic.or.Latino.Asian.alone.x","Not.Hispanic.or.Latino.Native.Hawaiian.and.Other.Pacific.Islander.alone.x","Not.Hispanic.or.Latino.Some.Other.Race.alone.x","Not.Hispanic.or.Latino.Two.or.more.races.x","Not.Hispanic.or.Latino.Two.races.including.Some.other.race.x","Not.Hispanic.or.Latino.Two.races.excluding.Some.other.race.and.Three.or.more.races.x","Total.Housing.Units.x","ACS.Vintage"
"2024","Commercial Core",3018,3018,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"W","Male","65+",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2025","Commercial Core",3019,3019,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"W","Male","65+",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2026","Commercial Core",3020,3020,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"B","Female","15-24",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2027","Commercial Core",3021,3021,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"A","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2028","Commercial Core",3022,3022,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"A","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2029","Commercial Core",3023,3023,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"W","Male","45-64",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2030","Commercial Core",3024,3024,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"L","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2031","Commercial Core",3025,3025,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"W","Female","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2032","Commercial Core",3026,3026,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"W","Male","25-44",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2033","Commercial Core",3027,3027,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"W","Female","25-44",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2034","Commercial Core",3028,3028,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,1,"W","Male","25-44",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2035","Commercial Core",3029,3029,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"B","Male","15-24",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2036","Commercial Core",3030,3030,"",NA,NA,"2018_Seattle_Citywide","07/14/2018 12:24:00 PM","07/14/2018 12:44:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Shaded",77,1,2,"W","Male","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2037","Commercial Core",4247,4247,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,3,"W","Female","5-14",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2038","Commercial Core",4248,4248,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,3,"W","Female","25-44",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2039","Commercial Core",4249,4249,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,2,"W","Male","65+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2040","Commercial Core",4250,4250,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,2,"N","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2041","Commercial Core",4251,4251,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,2,"B","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2042","Commercial Core",4252,4252,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,2,"W","Female","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2043","Commercial Core",4253,4253,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 09:36:00 AM","07/17/2018 09:56:00 AM","Weekday","Morning","UD4H","","Sun-Shaded",69,1,2,"W","Female","25-44",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2044","Commercial Core",1704,1704,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"A","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2045","Commercial Core",1705,1705,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2046","Commercial Core",1706,1706,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"W","Male","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2047","Commercial Core",1707,1707,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"W","Male","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2048","Commercial Core",1708,1708,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"B","Male","45-64",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2049","Commercial Core",1709,1709,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"W","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2050","Commercial Core",1710,1710,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 05:25:00 PM","07/19/2018 05:45:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds",68,1,1,"A","Female","45-64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2051","Commercial Core",4382,4382,"",NA,NA,"2018_Seattle_Citywide","07/18/2018 05:33:00 PM","07/18/2018 05:53:00 PM","Weekday","Evening","UD4H","event:cultural_communal","Sun-Shaded",78,1,5,"A","Female","65+",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2052","Commercial Core",3047,3047,"",NA,NA,"2018_Seattle_Citywide","07/17/2018 08:24:00 AM","07/17/2018 08:44:00 AM","Weekday","Morning","UD4H","event:accidents_emergency, event:roadwork_construction","Sun-Shaded",65,1,1,"B","Female","25-44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
"2053","Commercial Core",3897,3897,"",NA,NA,"2018_Seattle_Citywide","07/19/2018 08:43:00 AM","07/19/2018 09:03:00 AM","Weekday","Morning","UD4H","","Heavy Clouds",61,1,1,"W","Male","25-44",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"","Central Business District",914,53033008101,2721,1527,1194,41,19,8,11,90,868,448,244,154,215,375,241,7,41.1,2653,2568,763,623,1508,1145,286,337,2607,1890,139,7,547,188,251,93,15,0,0,0,0,0,0,0,0,24,114,8,29,25,6,1998,184,72,603,0,24,227,76,0,24,127,2494,1741,139,0,531,0,0,83,0,83,2236,"5Y20"
