unique_staying_id,subject_id,latitude,longitude,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_active_play,recreation_passive_reading_writing,recreation_passive,waiting_transportation,waiting_non_public_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,chance_encounter,other,staying_notes
3216,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,W,Female,25-44,1,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,,
3217,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3218,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
3219,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3220,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3221,,,,2018_Seattle_Citywide,FRE1,08/23/2018 04:28:00 PM,08/23/2018 04:48:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,65+,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
3222,,,,2018_Seattle_Citywide,FRE1,08/24/2018 08:31:00 AM,08/24/2018 08:51:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,1,1,U,Male,25-44,1,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
3223,,,,2018_Seattle_Citywide,FRE1,08/24/2018 08:31:00 AM,08/24/2018 08:51:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3224,,,,2018_Seattle_Citywide,FRE1,08/24/2018 08:31:00 AM,08/24/2018 08:51:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
3225,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,A,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
3226,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
3227,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,W,Female,25-44,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3228,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,W,Female,25-44,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3229,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Female,45-64,,,1,1,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,
3230,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Female,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,
3231,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,W,Male,25-44,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3232,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,2,W,Female,5-14,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3233,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3234,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Male,45-64,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3235,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3236,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3237,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3238,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3239,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,6,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3240,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3241,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,3,A,Male,25-44,1,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3242,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,3,A,Female,25-44,1,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3243,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,3,W,Female,25-44,1,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
3244,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3245,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3246,,,,2018_Seattle_Citywide,FRE1,08/24/2018 12:27:00 PM,08/24/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,1,A,Female,25-44,,,1,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3247,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3248,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
3249,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,W,Female,25-44,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,,
3250,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3251,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3252,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3253,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3254,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,A,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3255,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3256,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
3257,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,45-64,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3258,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3259,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3260,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3261,,,,2018_Seattle_Citywide,FRE1,08/24/2018 04:26:00 PM,08/24/2018 04:46:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,1,3,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3262,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,M,Female,25-44,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
3263,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,M,Male,5-14,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
3264,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,1,B,Male,25-44,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
3265,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,A,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,
3266,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,
3267,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,W,Male,25-44,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3268,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3269,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3270,,,,2018_Seattle_Citywide,FRE1,09/15/2018 12:45:00 PM,09/15/2018 01:05:00 PM,Weekend,Midday,UD4H,,Light Rain,59,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
3271,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,3,U,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
3272,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,3,U,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
3273,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,3,U,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
3274,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3275,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3276,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,2,A,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3277,,,,2018_Seattle_Citywide,FRE1,09/15/2018 04:38:00 PM,09/15/2018 04:58:00 PM,Weekend,Evening,UD4H,,Light Rain,64,1,1,B,Male,15-24,1,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,
3278,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,2,W,Female,25-44,1,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
3279,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,2,W,Male,25-44,1,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
3280,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Male,25-44,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
3281,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3282,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3283,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,B,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3284,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Female,45-64,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
3285,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,W,Male,25-44,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,1,,,,,,,
3286,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,2,A,Female,45-64,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3287,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Male,45-64,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3288,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Female,65+,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3289,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,W,Male,25-44,,1,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3290,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Female,45-64,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
3291,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Male,25-44,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,L,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3293,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3294,,,,2018_Seattle_Citywide,CID4,07/14/2018 01:27:00 PM,07/14/2018 01:47:00 PM,Weekend,Midday,UD4H,event:commercial_event,Sun-Shaded,72,1,1,W,Female,25-44,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3295,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,W,Female,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3296,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,A,Male,25-44,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3297,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,A,Female,25-44,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3298,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,B,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3299,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,B,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3300,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,B,Male,5-14,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3301,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,A,Male,25-44,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3302,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,N,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
3303,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
3304,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,A,Male,25-44,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
3305,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,A,Female,45-64,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,A,Female,25-44,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,3,A,Female,45-64,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,W,Male,25-44,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
3309,,,,2018_Seattle_Citywide,CID4,07/14/2018 04:50:00 PM,07/14/2018 05:10:00 PM,Weekend,Evening,UD4H,event:commercial_event,Sun-Exposed,82,1,1,A,Male,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3310,,,,2018_Seattle_Citywide,CID4,07/17/2018 09:25:00 AM,07/17/2018 09:45:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,68,1,1,W,Male,45-64,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3311,,,,2018_Seattle_Citywide,CID4,07/17/2018 09:25:00 AM,07/17/2018 09:45:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,68,1,2,L,Female,25-44,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
